Topic	Start Verse ID	End Verse ID	Votes	#Generated 2025-02-17. Verse ID = bbcccvvv (01 = Gen, 66 = Rev). CC-BY License: www.openbible.info/topics
eunuchs	40019012		166
eunuchs	23056003	23056005	162
eunuchs	44008026	44008039	82
eunuchs	23056001	23056012	71
eunuchs	05023001		60
eunuchs	40019009	40019012	41
eunuchs	27001001	27001021	40
eunuchs	44008026	44008029	35
eunuchs	24038007	24038010	33
eunuchs	23039007		24
eunuchs	24038007	24038013	21
eunuchs	24039015	24039018	20
eunuchs	27001018	27001020	19
eunuchs	46007029	46007040	19
eunuchs	17002015		19
eunuchs	44010035		18
eunuchs	23056007		16
eunuchs	45001025	45001029	16
eunuchs	44010001	44010048	16
eunuchs	44010034	44010035	16
eunuchs	23054001	23054017	12
eunuchs	58013004		11
euphemisms	01024002		14
euphemisms	23057008		10
europe	62005019		371
europe	59001001		360
europe	42010018	42010020	347
europe	65001001		169
europe	59002019		91
europe	40025032		71
europe	49006012		71
europe	26039001	26039029	12
europe	32001003		12
europe	01010002	01010003	12
europe	44017015		10
europe	26038006		10
europe	23066019		10
euthanasia	21007017		1527
euthanasia	46006019	46006020	1227
euthanasia	21003001	21003002	989
euthanasia	02020013		870
euthanasia	21008008		631
euthanasia	46003016	46003017	589
euthanasia	01009006		498
euthanasia	45005003	45005005	304
euthanasia	58009027		299
euthanasia	21003001	21003003	258
euthanasia	46010013		234
euthanasia	18001021		158
euthanasia	66021004		152
euthanasia	01001026		133
euthanasia	19139016		127
euthanasia	01009005	01009006	126
euthanasia	40010028		119
euthanasia	40011028		112
euthanasia	18012010		108
euthanasia	18030023		103
euthanasia	47012009		101
euthanasia	24029011		101
euthanasia	09031004	09031005	97
euthanasia	01002007		93
euthanasia	45012001		92
euthanasia	47005010		91
euthanasia	09031004		86
euthanasia	21003001		85
euthanasia	05032039		84
euthanasia	19039004		79
euthanasia	07009053	07009054	75
euthanasia	18014005		74
euthanasia	47004017		73
euthanasia	02023007		72
euthanasia	50004013		68
euthanasia	10001001	10001016	65
euthanasia	19023004		63
euthanasia	10017023		62
euthanasia	50001021		62
euthanasia	46015026		61
euthanasia	46006019		58
euthanasia	60005007		58
euthanasia	48006002		56
euthanasia	11016018		56
euthanasia	45005008		56
euthanasia	43010010		56
euthanasia	19036009		53
euthanasia	19116015		53
euthanasia	45005003		53
euthanasia	20019021		53
euthanasia	44017028		51
euthanasia	07009050	07009056	51
euthanasia	10001006	10001016	49
euthanasia	45008037		48
euthanasia	19031015		48
euthanasia	50004019		47
euthanasia	10001010	10001017	47
euthanasia	01001026	01001027	47
euthanasia	03024017		46
euthanasia	47004016	47004018	45
euthanasia	45008032		45
euthanasia	50004011		45
euthanasia	41008034		45
euthanasia	45008035		44
euthanasia	21003002		44
euthanasia	40022037	40022040	44
euthanasia	40005021	40005022	44
euthanasia	45005003	45005004	44
euthanasia	59005016		44
euthanasia	40008016		43
euthanasia	48006010		43
euthanasia	19024001		42
euthanasia	18002009	18002010	42
euthanasia	46015003		42
euthanasia	24019004		42
euthanasia	19106037	19106038	41
euthanasia	62002006		41
euthanasia	44001018		40
euthanasia	50002004	50002011	40
euthanasia	02021012	02021014	40
euthanasia	66020015		40
euthanasia	40019018		40
euthanasia	03024017	03024021	40
euthanasia	44005029		39
euthanasia	10001009	10001010	39
euthanasia	03019032		38
euthanasia	66001001		38
euthanasia	05005017		37
euthanasia	49005001	49005002	36
euthanasia	04035016	04035031	36
euthanasia	18001020	18001021	35
euthanasia	01009006	01009007	35
euthanasia	43003016		33
euthanasia	20012010		31
euthanasia	10001016		31
euthanasia	59002026		31
euthanasia	43013034	43013035	30
euthanasia	19089048		28
euthanasia	10001001	10001027	28
euthanasia	40027003	40027005	27
euthanasia	43016033		26
euthanasia	01009002		26
euthanasia	12021016		25
euthanasia	02021028	02021035	25
euthanasia	10001014		25
euthanasia	02020001	02020026	25
euthanasia	42014005		25
euthanasia	47012007	47012010	25
euthanasia	48005019	48005021	25
euthanasia	58013005	58013006	24
euthanasia	05028050	05028053	23
euthanasia	40027005		22
euthanasia	51002001	51002023	22
euthanasia	05019004	05019013	22
euthanasia	07009052	07009055	22
euthanasia	10001006	10001009	22
euthanasia	43003016	43003017	21
euthanasia	19139014		20
euthanasia	20011017		20
euthanasia	54005008		20
euthanasia	05030019		18
euthanasia	32004003	32004008	18
euthanasia	44002038		18
euthanasia	66009006		18
euthanasia	45012021		17
euthanasia	45012017		17
euthanasia	01002017		16
euthanasia	19041003		16
euthanasia	59001005		16
euthanasia	59003016		16
euthanasia	09031001	09031006	16
euthanasia	18002009		16
euthanasia	45012014	45012021	16
euthanasia	07021025		14
euthanasia	19139013	19139016	14
euthanasia	58002009		14
euthanasia	40022039		13
euthanasia	19071009		13
euthanasia	32004003		13
euthanasia	05031008		12
euthanasia	07009054		12
euthanasia	05031006		12
euthanasia	66001001	66001020	12
euthanasia	18003020	18003022	12
euthanasia	45012002		11
euthanasia	66021008		11
euthanasia	49003020		10
euthanasia	23003001	23003026	10
euthanasia	33006008		10
euthanasia	47001008		10
euthanasia	09031003	09031005	10
euthanasia	59001012		10
euthanasia	23001023		10
euthanasia	58002014	58002015	10
euthanasia	20006016	20006017	10
evangelism	41016015		3091
evangelism	40028019	40028020	2924
evangelism	60003015		2606
evangelism	45001016		2374
evangelism	44001008		2299
evangelism	40009037	40009038	1732
evangelism	19105001		1479
evangelism	45010017		1420
evangelism	43015008		1361
evangelism	44013047		1311
evangelism	23006008		1293
evangelism	23012004		1281
evangelism	44020024		1259
evangelism	43013035		1254
evangelism	45010010	45010017	1254
evangelism	40005015	40005016	1247
evangelism	26038023		1243
evangelism	46009022		1188
evangelism	55004005		1171
evangelism	41008035		1146
evangelism	40004017		1113
evangelism	40005013		1102
evangelism	56002001		1102
evangelism	44005042		1102
evangelism	51001027		1102
evangelism	46015001	46015002	1102
evangelism	40005014		1098
evangelism	53002014		1098
evangelism	41010029	41010030	1094
evangelism	42004018		1086
evangelism	55004002		1082
evangelism	60002009		1071
evangelism	44020001	44020038	1062
evangelism	54003016		1062
evangelism	44010034	44010035	1062
evangelism	44026022	44026023	1060
evangelism	44001001	44008040	1059
evangelism	54004002		1059
evangelism	43015001	43018040	1057
evangelism	43002024		1056
evangelism	42004001	42018043	1056
evangelism	40004001	40019030	1055
evangelism	40005001	40013058	1053
evangelism	44020001	44024027	1051
evangelism	47005020		1045
evangelism	40005001	40014036	1035
evangelism	55002015		1027
evangelism	45001001	45016027	951
evangelism	46001017		928
evangelism	51004002	51004006	891
evangelism	42019010		884
evangelism	43014006		835
evangelism	40028018	40028020	796
evangelism	41016015	41016016	762
evangelism	41016002		736
evangelism	20011030		736
evangelism	40005002		727
evangelism	23012002		719
evangelism	60003003		708
evangelism	43020021	43020022	707
evangelism	40004003		702
evangelism	40005016		683
evangelism	40010007	40010014	663
evangelism	43013002		643
evangelism	46003001	46009027	632
evangelism	45010014		630
evangelism	45003023		618
evangelism	44002038		600
evangelism	45006023		595
evangelism	43003016		546
evangelism	42012008		534
evangelism	57001006		514
evangelism	42013003		514
evangelism	49004011		511
evangelism	44021008		493
evangelism	66001001		491
evangelism	46011001	46011002	488
evangelism	23012001	23014032	487
evangelism	43020001	43021025	486
evangelism	49002010		479
evangelism	46002001	46002016	479
evangelism	52002014		478
evangelism	51001002		478
evangelism	40004001	40017027	477
evangelism	45010015		450
evangelism	47005017	47005021	434
evangelism	41016016		429
evangelism	43003016	43003017	407
evangelism	49002008	49002009	402
evangelism	61003009		399
evangelism	23045022		386
evangelism	51004005	51004006	368
evangelism	45005008		363
evangelism	40012030		350
evangelism	43005024		347
evangelism	26003017	26003019	338
evangelism	46009016		337
evangelism	39001011		334
evangelism	40011028		317
evangelism	26038002		281
evangelism	19105001	19105002	243
evangelism	23006001	23008022	200
evangelism	40028019		155
evangelism	41016014		148
evangelism	44004012		140
evangelism	40009036		136
evangelism	43001012		122
evangelism	44002001	44002047	115
evangelism	45001003		106
evangelism	43008024		94
evangelism	43020019	43020024	71
evangelism	45001014	45001015	70
evangelism	55001008		70
evangelism	60003018	60003022	68
evangelism	46015001	46015004	63
evangelism	44008004	44008025	62
evangelism	42024047		62
evangelism	19073028		62
evangelism	66001001	66001020	58
evangelism	27012003		54
evangelism	26003017	26003020	48
evangelism	43013003		47
evangelism	45015013		42
evangelism	46002001	46002005	39
evangelism	43006050	43006071	38
evangelism	42004018	42004019	38
evangelism	40007021	40007023	36
evangelism	45002006	45002016	35
evangelism	45003024		34
evangelism	44015001	44015041	32
evangelism	43015007		32
evangelism	45010009	45010010	32
evangelism	44016001	44016040	32
evangelism	45015020		31
evangelism	20024011		31
evangelism	45010013		31
evangelism	43004036	43004038	30
evangelism	46003007		29
evangelism	45002016		27
evangelism	43012026		26
evangelism	40024014		26
evangelism	49004012		26
evangelism	44008001	44008040	25
evangelism	47006002		25
evangelism	54004005		24
evangelism	66011001	66011019	22
evangelism	51001028		21
evangelism	42015007		21
evangelism	19071024		21
evangelism	40016025		20
evangelism	43001001		20
evangelism	45001005	45001006	20
evangelism	46002002		20
evangelism	45010009		20
evangelism	19040001	19040017	20
evangelism	43004037		19
evangelism	55002011	55002012	19
evangelism	40011001	40011006	19
evangelism	49006001	49006024	19
evangelism	45002006	45002008	19
evangelism	44003019		18
evangelism	23052007		18
evangelism	47005017		18
evangelism	47002014		17
evangelism	40009006	40009008	17
evangelism	24008020		16
evangelism	23066018	23066023	16
evangelism	19051005		16
evangelism	43006067	43006071	16
evangelism	42001047	42001048	16
evangelism	40009001	40009005	16
evangelism	23006008	23006010	16
evangelism	53002014	53002015	16
evangelism	49005009		16
evangelism	45010014	45010015	15
evangelism	19147003		14
evangelism	45001028	45001032	14
evangelism	24017001	24017027	14
evangelism	45010001		14
evangelism	58009027		14
evangelism	19062002		13
evangelism	40012036		13
evangelism	49004015		13
evangelism	24029011		13
evangelism	43003003		13
evangelism	43004003	43004042	13
evangelism	44013002		13
evangelism	40025014	40025030	13
evangelism	45010003		13
evangelism	46009019	46009023	12
evangelism	43015026		12
evangelism	60003009		12
evangelism	19108003		12
evangelism	23055011		12
evangelism	42001037		12
evangelism	55001008	55001009	12
evangelism	60003008		12
evangelism	43006044		12
evangelism	01012001	01012003	11
evangelism	43016024		11
evangelism	62005013		11
evangelism	51004002		11
evangelism	20010032		11
evangelism	43010010		11
evangelism	45001002		10
evangelism	45005001		10
evangelism	46015056		10
evangelism	43004035		10
evangelism	19103008		10
evangelism	40010038		10
evangelism	45008001	45008002	10
evangelism	58012011		10
evangelists	49002008		15
evangelists	44002038		15
evangelists	48002020		14
evangelists	44001008		12
evangelists	41016016		11
evangelizing	41016015		88
evangelizing	40028019		75
evangelizing	40005016		68
evangelizing	44001008		48
evangelizing	57001006		46
evangelizing	60003015		37
evangelizing	54004013		36
evangelizing	40028019	40028020	33
evangelizing	43014006		32
evangelizing	45001016		29
evangelizing	26033008		29
evangelizing	44020024		27
evangelizing	55003016		27
evangelizing	43003016		26
evangelizing	19066016		26
evangelizing	55004005		26
evangelizing	40009037	40009038	24
evangelizing	47005020		17
evangelizing	42014023		17
evangelizing	45006023		16
evangelizing	42019010		15
evangelizing	40007021		15
evangelizing	40028018	40028020	15
evangelizing	40024014		15
evangelizing	45010017		14
evangelizing	61003009		14
evangelizing	45003023		13
evangelizing	55002015		13
evangelizing	41016015	41016016	13
evangelizing	55004002		12
evangelizing	49004011	49004012	12
evangelizing	45010015		11
evangelizing	23006008		11
evangelizing	59004007		11
evangelizing	23012004		11
evangelizing	43017003		11
evangelizing	46009022		11
evangelizing	43015008		11
evangelizing	51004002	51004006	10
evangelizing	45005008		10
evangelizing	46001017		10
evangelizing	55001008		10
evangelizing	45015013		10
evangelizing	45010014		10
eve	47011003		96
eve	01003016		90
eve	01003001	01003024	89
eve	01003020		83
eve	54002014		69
eve	54002013		64
eve	01001026	01001028	52
eve	01002023		44
eve	01002018		39
eve	01003006		37
eve	01003015		37
eve	01003007		37
eve	01002018	01002025	35
eve	01001027		32
eve	45005012		32
eve	01002007		31
eve	01002001	01002025	30
eve	01001028		30
eve	01002021		29
eve	01001026		29
eve	01004001		27
eve	01002016	01002017	26
eve	01002021	01002024	26
eve	01002022		24
eve	01002024		24
eve	01001001		24
eve	01003019		23
eve	01003017		23
eve	01003001		23
eve	01004025		23
eve	01003021		23
eve	45006023		22
eve	01003024		22
eve	01001001	01001031	21
eve	46011009		21
eve	01003013		21
eve	46015045		20
eve	01004002		20
eve	01003011		20
eve	01003017	01003019	20
eve	01003023		19
eve	54002013	54002014	19
eve	01003001	01003006	18
eve	01003023	01003024	18
eve	01004001	01004026	17
eve	01002015		17
eve	01002020		16
eve	01002001	01003024	16
eve	46015022		15
eve	01003008		15
eve	01003009		15
eve	01003003		15
eve	01002019		15
eve	45003023		14
eve	01003012		14
eve	44017010	44017011	14
eve	24029011		14
eve	01003014		14
eve	01003002		14
eve	01005004		14
eve	01002009		14
eve	01002025		13
eve	42003038		13
eve	45005001	45005021	13
eve	01003004		13
eve	43003016		13
eve	01003022		13
eve	45011022		13
eve	01004007		13
eve	01003010		12
eve	19023001	19023006	12
eve	47005017		12
eve	43003016	43003017	12
eve	05030015		12
eve	01002004		12
eve	23040031		12
eve	01003005		12
eve	66012009		12
eve	01001005		11
eve	01001026	01001027	11
eve	01005003		11
eve	49005021		11
eve	46015021	46015022	11
eve	01004001	01004002	10
eve	46015047		10
eve	01003001	01003007	10
eve	66002007		10
eve	01002008		10
eve	54001015	54001017	10
eve	44005029		10
eve	01005005		10
everlasting life	43003016		85
everlasting life	43006040		63
everlasting life	45006023		38
everlasting life	43005024		32
everlasting life	52004013	52004018	27
everlasting life	45002006	45002008	23
everlasting life	40025046		23
everlasting life	43003036		22
everlasting life	44016031		17
everlasting life	43006055	43006059	13
everlasting life	45011019	45011022	13
everlasting life	44017030		12
everlasting life	43003001	43003005	12
everlasting life	43005028	43005029	12
everlasting life	45002006		10
everlasting life	19030001	19030012	10
everlasting life	45010010		10
everlasting life	43001012		10
everlasting life	43010009		10
everlasting life	53003006		10
every good and perfect gift	59001017		4161
every good and perfect gift	39003006		1779
every good and perfect gift	59001001	59001027	1709
every good and perfect gift	43003027		1324
every good and perfect gift	19085012		1225
every good and perfect gift	27002022		1188
every good and perfect gift	04023019		1154
every good and perfect gift	62001005		1111
every good and perfect gift	59003015		1088
every good and perfect gift	19136007		1009
every good and perfect gift	59002001	59002026	1006
every good and perfect gift	19102027		1000
every good and perfect gift	45008028		987
every good and perfect gift	58013001	58013025	975
every good and perfect gift	59003017		912
every good and perfect gift	46012004		875
every good and perfect gift	59001018		847
every good and perfect gift	46004007		845
every good and perfect gift	40007011		816
every good and perfect gift	59001005		802
every good and perfect gift	45006023		758
every good and perfect gift	59001016		719
every good and perfect gift	09015029		590
every good and perfect gift	01041016		587
every good and perfect gift	01001016		586
every good and perfect gift	01001014	01001015	584
every good and perfect gift	19122006		582
every good and perfect gift	01041038	01041039	582
every good and perfect gift	05004019		582
every good and perfect gift	19019001	19019008	578
every good and perfect gift	01001002	01001005	577
every good and perfect gift	43003003		574
every good and perfect gift	66001001		563
every good and perfect gift	40007001	40007029	510
every good and perfect gift	43003016		481
every good and perfect gift	18038028		426
every good and perfect gift	42011013		394
every good and perfect gift	49002008		362
every good and perfect gift	45011029		348
every good and perfect gift	60004010		347
every good and perfect gift	45012006		316
every good and perfect gift	49002008	49002009	313
every good and perfect gift	59001001		304
every good and perfect gift	46012011		285
every good and perfect gift	44002038		284
every good and perfect gift	43014006		280
every good and perfect gift	47009015		280
every good and perfect gift	43008012		274
every good and perfect gift	59001002		272
every good and perfect gift	46012007		237
every good and perfect gift	19023001	19023006	227
every good and perfect gift	62004010		225
every good and perfect gift	59001002	59001004	218
every good and perfect gift	43004010		218
every good and perfect gift	23045007		214
every good and perfect gift	19084011		205
every good and perfect gift	58013008		203
every good and perfect gift	45012006	45012008	202
every good and perfect gift	43003016	43003017	196
every good and perfect gift	54006016		191
every good and perfect gift	59001004		174
every good and perfect gift	43001009		166
every good and perfect gift	04011017		162
every good and perfect gift	02036001	02036002	160
every good and perfect gift	46012028		159
every good and perfect gift	66021023		159
every good and perfect gift	04011025		159
every good and perfect gift	23046010		157
every good and perfect gift	23028026		157
every good and perfect gift	66022005		157
every good and perfect gift	02031003	02031006	157
every good and perfect gift	50001029		156
every good and perfect gift	44011018		156
every good and perfect gift	27002021	27002022	156
every good and perfect gift	40013011	40013012	156
every good and perfect gift	13029019		156
every good and perfect gift	27002027	27002030	156
every good and perfect gift	20002006		156
every good and perfect gift	13022012		156
every good and perfect gift	56003003	56003005	156
every good and perfect gift	02004011	02004012	156
every good and perfect gift	49001018		155
every good and perfect gift	44005031		155
every good and perfect gift	40011025	40011026	155
every good and perfect gift	50004013		155
every good and perfect gift	49002003	49002005	155
every good and perfect gift	23060019		155
every good and perfect gift	49004008	49004011	154
every good and perfect gift	58001011	58001012	154
every good and perfect gift	49004011		154
every good and perfect gift	46012004	46012012	154
every good and perfect gift	66001001	66001020	153
every good and perfect gift	47004006		148
every good and perfect gift	14001011	14001012	147
every good and perfect gift	62005011	62005012	145
every good and perfect gift	40006033		128
every good and perfect gift	45011030		118
every good and perfect gift	41005001	41005043	111
every good and perfect gift	41001001	41001045	103
every good and perfect gift	41007001	41007037	99
every good and perfect gift	41004001	41004041	97
every good and perfect gift	41006001	41006056	96
every good and perfect gift	41002001	41002028	96
every good and perfect gift	41003001	41003035	94
every good and perfect gift	43003001		94
every good and perfect gift	45010009		91
every good and perfect gift	45005015		81
every good and perfect gift	59001003		79
every good and perfect gift	23009006		76
every good and perfect gift	45008032		74
every good and perfect gift	40006001	40006034	74
every good and perfect gift	23001001	23001031	72
every good and perfect gift	43010010		71
every good and perfect gift	59004003		67
every good and perfect gift	19023001		67
every good and perfect gift	54004014		61
every good and perfect gift	21003013		61
every good and perfect gift	50002001	50002030	59
every good and perfect gift	59001010		59
every good and perfect gift	46007007		57
every good and perfect gift	59001013		55
every good and perfect gift	40005001	40005048	54
every good and perfect gift	20004001	20004027	53
every good and perfect gift	20003001	20003035	52
every good and perfect gift	20007001	20007027	52
every good and perfect gift	50001001	50001030	52
every good and perfect gift	40002001	40002023	52
every good and perfect gift	20005001	20005023	52
every good and perfect gift	20002001	20002022	52
every good and perfect gift	20006001	20006035	52
every good and perfect gift	40001001	40001025	52
every good and perfect gift	20001001	20001033	52
every good and perfect gift	40003001	40003017	52
every good and perfect gift	40004001	40004025	52
every good and perfect gift	46013002		51
every good and perfect gift	21005019		49
every good and perfect gift	49004007		47
every good and perfect gift	62004018		44
every good and perfect gift	24029011		44
every good and perfect gift	55001006		43
every good and perfect gift	60003007		43
every good and perfect gift	43001013		43
every good and perfect gift	59001015		43
every good and perfect gift	60001003		42
every good and perfect gift	60001023		40
every good and perfect gift	40028019		39
every good and perfect gift	60005007		35
every good and perfect gift	58013015		34
every good and perfect gift	20010022		33
every good and perfect gift	59001017	59001021	32
every good and perfect gift	20018016		31
every good and perfect gift	48006007		30
every good and perfect gift	66001017		30
every good and perfect gift	59001012		28
every good and perfect gift	59001027		28
every good and perfect gift	42006038		26
every good and perfect gift	40001001		26
every good and perfect gift	40013028		26
every good and perfect gift	45012002		26
every good and perfect gift	47008012		26
every good and perfect gift	66014004		25
every good and perfect gift	49001003		24
every good and perfect gift	59001017	59001018	24
every good and perfect gift	19127003		23
every good and perfect gift	43001014		23
every good and perfect gift	49004008		23
every good and perfect gift	50004006		22
every good and perfect gift	51003023		22
every good and perfect gift	45005008		22
every good and perfect gift	49003020		22
every good and perfect gift	21003012	21003013	21
every good and perfect gift	51001002		21
every good and perfect gift	59001019		21
every good and perfect gift	19103002		20
every good and perfect gift	45003023	45003024	20
every good and perfect gift	50001003		20
every good and perfect gift	48003028		20
every good and perfect gift	20022006		20
every good and perfect gift	59001007	59001008	20
every good and perfect gift	58013016		20
every good and perfect gift	13029014		20
every good and perfect gift	45001011	45001012	20
every good and perfect gift	47009010	47009011	20
every good and perfect gift	45012008		19
every good and perfect gift	49004002		19
every good and perfect gift	44017025		18
every good and perfect gift	40010008		18
every good and perfect gift	47009008		18
every good and perfect gift	43012025		18
every good and perfect gift	46012001	46012031	17
every good and perfect gift	49002010		17
every good and perfect gift	13029016		16
every good and perfect gift	43001005		16
every good and perfect gift	40007009	40007011	16
every good and perfect gift	54004002		16
every good and perfect gift	42017017		16
every good and perfect gift	48004008		16
every good and perfect gift	27005001	27005031	16
every good and perfect gift	19067001	19067007	16
every good and perfect gift	45005016		16
every good and perfect gift	23040031		16
every good and perfect gift	20003005	20003006	16
every good and perfect gift	43016033		16
every good and perfect gift	21005001	21005020	14
every good and perfect gift	43014027		14
every good and perfect gift	36002001	36002015	14
every good and perfect gift	44001001	44001026	14
every good and perfect gift	03005001	03005019	14
every good and perfect gift	55001007		14
every good and perfect gift	01031001	01031055	14
every good and perfect gift	46010013		14
every good and perfect gift	43008001	43008059	14
every good and perfect gift	57001006		14
every good and perfect gift	61001003		14
every good and perfect gift	23041010		13
every good and perfect gift	01004020	01004021	12
every good and perfect gift	62004016		12
every good and perfect gift	59001016	59001017	12
every good and perfect gift	51003002		12
every good and perfect gift	43003019		12
every good and perfect gift	46012004	46012006	12
every good and perfect gift	44002002		12
every good and perfect gift	19118024		12
every good and perfect gift	59002005		12
every good and perfect gift	58012009		12
every good and perfect gift	59001021		12
every good and perfect gift	20003005		11
every good and perfect gift	59001025		11
every good and perfect gift	50004019		11
every good and perfect gift	46014001		11
every good and perfect gift	46014012		10
every good and perfect gift	66022017		10
every good and perfect gift	62005015		10
every good and perfect gift	60004010	60004011	10
every good and perfect gift	61003009		10
every good and perfect gift	66002003		10
every good and perfect gift	46014039		10
every good and perfect gift	43001016		10
every good and perfect gift	50004008		10
every knee shall bow	50002010	50002011	385
every knee shall bow	45014011		309
every knee shall bow	23045023		240
every knee shall bow	50002009	50002011	211
every knee shall bow	50002010		142
every knee shall bow	66005013		106
every knee shall bow	66001007		78
every knee shall bow	58013008		77
every knee shall bow	62002001	62002029	54
every knee shall bow	43012032		50
every knee shall bow	40005008		46
every knee shall bow	66001018		44
every knee shall bow	40011027		40
every knee shall bow	45011036		39
every knee shall bow	61003009		39
every knee shall bow	66003009		38
every knee shall bow	43013003		38
every knee shall bow	51001020		37
every knee shall bow	43003016		36
every knee shall bow	61001017		34
every knee shall bow	49001010		31
every knee shall bow	46008006		30
every knee shall bow	23040005		30
every knee shall bow	58001006		29
every knee shall bow	23053001	23053012	29
every knee shall bow	43006037		28
every knee shall bow	49001011		28
every knee shall bow	23006001	23006013	26
every knee shall bow	49003014		25
every knee shall bow	50002011		25
every knee shall bow	43001001		23
every knee shall bow	58001002		23
every knee shall bow	62001009		23
every knee shall bow	50002009		22
every knee shall bow	43014026		22
every knee shall bow	62004001		22
every knee shall bow	43001003		21
every knee shall bow	66001008		21
every knee shall bow	43008012		21
every knee shall bow	19095006		20
every knee shall bow	56002011		20
every knee shall bow	45014012		20
every knee shall bow	23045022	23045025	19
every knee shall bow	45011032		18
every knee shall bow	62002002		18
every knee shall bow	23045001	23045025	18
every knee shall bow	62004014		18
every knee shall bow	40027029		17
every knee shall bow	40025041		17
every knee shall bow	60005001	60005014	16
every knee shall bow	49006012		16
every knee shall bow	01041043		16
every knee shall bow	44002001	44002047	16
every knee shall bow	59002019		16
every knee shall bow	46015022		15
every knee shall bow	43005018		15
every knee shall bow	44001001	44001026	15
every knee shall bow	62003005		15
every knee shall bow	33005002		15
every knee shall bow	44007059		15
every knee shall bow	60004019		14
every knee shall bow	50002001	50002030	14
every knee shall bow	54001017		14
every knee shall bow	44004012		12
every knee shall bow	23049018		12
every knee shall bow	60003022		12
every knee shall bow	54002004		11
every knee shall bow	62003001	62003024	11
every knee shall bow	46015025		10
every knee shall bow	45014001	45014023	10
every knee shall bow	40001018		10
every knee shall bow	46015028		10
every knee shall bow	62003008		10
every knee shall bow	45011004		10
every knee shall bow	60004006		10
every knee shall bow	46015026		10
every knee shall bow	40007001	40007029	10
every knee shall bow	54002006		10
every knee shall bow	27009024		10
every knee shall bow	43017002		10
every knee shall bow	23001001	23001031	10
every knee shall bow	43015016		10
every knee shall bow	43019030		10
every knee shall bow	43017004		10
every knee shall bow	58009026		10
every knee shall bow	62005020		10
every knee shall bow	66001001	66001020	10
every word	20030005	20030006	20
every word	40004004		20
every word	55003016		17
every word	55003016	55003017	15
every word	43017017		13
every word	61003015	61003016	12
every word	66022018	66022019	11
every word	20030005		10
every word	19119011		10
everyone is equal	48003028		1930
everyone is equal	01001027		847
everyone is equal	44010034		661
everyone is equal	45010012		481
everyone is equal	44017026		431
everyone is equal	45003023		389
everyone is equal	43003016		385
everyone is equal	45002011		346
everyone is equal	51003009	51003011	318
everyone is equal	50002001	50002030	257
everyone is equal	20022002		250
everyone is equal	62002002		250
everyone is equal	41012031		236
everyone is equal	40020016		226
everyone is equal	43013016		226
everyone is equal	03019033	03019034	205
everyone is equal	51004001		203
everyone is equal	50002006		199
everyone is equal	44010034	44010035	189
everyone is equal	59002001	59002004	188
everyone is equal	66001001		182
everyone is equal	42001037		177
everyone is equal	43005018		173
everyone is equal	49005021		169
everyone is equal	43013034		160
everyone is equal	45006023		159
everyone is equal	05010017		159
everyone is equal	49006009		150
everyone is equal	59002008	59002009	148
everyone is equal	51003011		141
everyone is equal	59002001	59002026	140
everyone is equal	50002003		134
everyone is equal	26033020		132
everyone is equal	39002010		131
everyone is equal	58012014		130
everyone is equal	24029011		125
everyone is equal	01002024		123
everyone is equal	49002010		122
everyone is equal	47008013		119
everyone is equal	58010026		116
everyone is equal	50004013		115
everyone is equal	60003007		110
everyone is equal	41012025	41012037	106
everyone is equal	19023001	19023006	106
everyone is equal	59002010		104
everyone is equal	59002001		103
everyone is equal	43014006		102
everyone is equal	01001026	01001027	101
everyone is equal	01001026		99
everyone is equal	40012031	40012032	99
everyone is equal	54005021		97
everyone is equal	49002014		97
everyone is equal	45012002		97
everyone is equal	54002004		95
everyone is equal	01009006		94
everyone is equal	62004008		93
everyone is equal	01002018		92
everyone is equal	62001007		90
everyone is equal	51003025		88
everyone is equal	60001017		87
everyone is equal	43003016	43003017	87
everyone is equal	45005008		87
everyone is equal	44010028		87
everyone is equal	46011003		86
everyone is equal	54002001	54002015	85
everyone is equal	20006016	20006019	84
everyone is equal	61003009		84
everyone is equal	18028017		84
everyone is equal	43016033		81
everyone is equal	43015012		80
everyone is equal	46012001	46012031	79
everyone is equal	50002004		79
everyone is equal	51002001	51002023	78
everyone is equal	45015007		78
everyone is equal	03019015		77
everyone is equal	43001001		75
everyone is equal	40011021	40011022	75
everyone is equal	45012003		75
everyone is equal	01002007		74
everyone is equal	59002009		72
everyone is equal	59004017		72
everyone is equal	40007012		71
everyone is equal	24001005		70
everyone is equal	60002009		69
everyone is equal	02020013		69
everyone is equal	60004010	60004011	66
everyone is equal	62001006		66
everyone is equal	42006027		65
everyone is equal	19139013	19139014	65
everyone is equal	41004031	41004032	64
everyone is equal	66001001	66001020	63
everyone is equal	43003018		60
everyone is equal	43001014		58
everyone is equal	20028009		58
everyone is equal	42012047	42012048	57
everyone is equal	40022039		55
everyone is equal	51003023		55
everyone is equal	23003001	23003026	54
everyone is equal	51004001	51004018	54
everyone is equal	33006008		48
everyone is equal	01001001	01001031	39
everyone is equal	50002007		38
everyone is equal	50002002		37
everyone is equal	19023004		37
everyone is equal	50002011		34
everyone is equal	01003016		30
everyone is equal	58013002		27
everyone is equal	45012010		24
everyone is equal	23009006		22
everyone is equal	43010030		20
everyone is equal	59002001	59002009	20
everyone is equal	66011001	66011019	16
everyone is equal	40025040		15
everyone is equal	59001009	59001010	15
everyone is equal	62003015		15
everyone is equal	51003010		15
everyone is equal	48003026	48003029	13
